House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
1,Elliott Square,Beth,Davis,20,Daughter,Single,Female,University Student,None,Christian
2,Elliott Square,Julia,Fox,34,Head,Single,Female,Cabin crew,None,Christian
2,Elliott Square,Susan,Fox,18,Daughter,Single,Female,Student,Unhealthy,No Religion
2,Elliott Square,Lucy,Fox,16,Daughter,NA,Female,Student,None,NA
3,Elliott Square,Amber,Steele,46,Head,Single,Female,Museum/gallery curator,None,Christian
3,Elliott Square,Marc,Dawson,50,Partner,Single,Male,Structural engineer,None,Christian
3,Elliott Square,Kenneth,Steele,11,Son,NA,Male,Student,None,Christian
4,Elliott Square,Christine,Lowe,71,Head,Married,Female,"Retired Radiographer, therapeutic",None,No Religion
4,Elliott Square,Carl,Lowe,73,Husband,Married,Male,"Retired Sales professional, IT",None,No Religion
4,Elliott Square,Shaun,Lowe,34,Son,Single,Male,"Administrator, charities/voluntary organisations",None,No Religion
5,Elliott Square,Antony,Barker,44,Head,Married,Male,Unemployed,None,No Religion
5,Elliott Square,Maria,Barker,45,Wife,Married,Female,IT technical support officer,None,No Religion
5,Elliott Square,Elaine,Barker,16,Daughter,NA,Female,Student,None,No Religion
6,Elliott Square,Adrian,Cox,42,Head,Single,Male,Unemployed,Physical Disability,No Religion
6,Elliott Square,Teresa,Nolan,44,Partner,Single,Female,Civil Service fast streamer,None,No Religion
6,Elliott Square,Eleanor,Cox,17,Daughter,NA,Female,Student,None,No Religion
7,Elliott Square,Darren,Patel,37,Head,Single,Male,Unemployed,None,Christian
7,Elliott Square,Terence,Patel,6,Son,NA,Male,Student,None,NA
7,Elliott Square,Marie,Patel,3,Daughter,NA,Female,Child,None,NA
8,Elliott Square,Sarah,Bray-Lee,49,Head,Single,Female,"Scientist, research (physical sciences)",None,Christian
8,Elliott Square,Abdul,Bray-Lee,13,Grandson,NA,Male,Student,None,NA
9,Elliott Square,Fiona,Palmer,34,Head,Married,Female,"Surveyor, planning and development",None,Christian
9,Elliott Square,Sam,Palmer,38,Husband,Married,Male,"Engineer, water",None,Christian
10,Elliott Square,Kim,Francis-Harrison,61,Head,Married,Female,Marine scientist,None,No Religion
10,Elliott Square,Heather,Francis-Harrison,69,Wife,Married,Female,Retired Health promotion specialist,None,No Religion
10,Elliott Square,Christine,Francis-Harrison,22,Daughter,Single,Female,University Student,None,No Religion
11,Elliott Square,Caroline,Wilson,47,Head,Married,Female,"Surveyor, mining",None,Christian
11,Elliott Square,Damien,Wilson,49,Husband,Married,Male,Health and safety adviser,None,Christian
11,Elliott Square,Marc,Wilson,16,Son,NA,Male,Student,None,Christian
12,Elliott Square,Kyle,Cook,66,Head,Married,Male,"Producer, television/film/video",None,No Religion
12,Elliott Square,Josephine,,62,Wife,Married,Female,Arboriculturist,None,No Religion
12,Elliott Square,Neil,Cook-Jennings,29,Son,Divorced,Male,Community development worker,None,No Religion
1,Holly Throughway,Anna,Allen,65,Head,Married,Female,Physiotherapist,None,Christian
1,Holly Throughway,James,Allen,62,Husband,Married,Male,"Psychologist, prison and probation services",None,Christian
1,Holly Throughway,Denise,Allen,33,Daughter,Single,Female,Senior tax professional/tax inspector,None,No Religion
2,Holly Throughway,Bethany,Jones,57,Head,Married,Female,Unemployed,None,Christian
2,Holly Throughway,Bradley,Jones,60,Husband,Married,Male,"Sound technician, broadcasting/film/video",None,Christian
3,Holly Throughway,Catherine,Turner,62,Head,Divorced,Female,Museum education officer,None,Christian
4,Holly Throughway,Nigel,Moore,86,Head,Widowed,Male,Retired Economist,None,Christian
5,Holly Throughway,Kimberley,Parker,81,Head,Widowed,Female,Retired Analytical chemist,None,No Religion
6,Holly Throughway,Sophie,Kerr,69,Head,Married,Female,"Retired Engineer, chemical",None,Christian
6,Holly Throughway,Elliott,Kerr,69,Husband,Married,Male,Retired Call centre manager,None,Christian
6,Holly Throughway,Rhys,Hall-Kerr,27,Son,Divorced,Male,"Education officer, museum",None,Christian
7,Holly Throughway,Jason,Harding,38,Head,Single,Male,Energy engineer,None,Christian
8,Holly Throughway,Bruce,Fraser,29,Head,Single,Male,"Engineer, agricultural",Unknown Infection,No Religion
8,Holly Throughway,Melissa,Carr,25,Partner,Single,Female,"Clinical scientist, histocompatibility and immunogenetics",None,No Religion
9,Holly Throughway,Dorothy,Baldwin,67,Head,Divorced,Female,Unemployed,None,No Religion
9,Holly Throughway,Cameron,Baldwin,32,Son,Divorced,Male,"Designer, multimedia",None,No Religion
10,Holly Throughway,Francesca,Holmes,35,Head,Single,Female,Solicitor,None,No Religion
10,Holly Throughway,Kathryn,Holmes,9,Daughter,NA,Female,Student,None,NA
10,Holly Throughway,Brandon,Holmes,9,Son,NA,Male,Student,None,NA
10,Holly Throughway,Christine,Williams-Holmes,7,Daughter,NA,Female,Student,None,NA
11,Holly Throughway,Sally,Walker,40,Head,Single,Female,Land,None,Christian
11,Holly Throughway,Justin,Thompson,43,Partner,Single,Male,Architect,None,Christian
11,Holly Throughway,Robert,Walker,7,Son,NA,Male,Student,None,Christian
11,Holly Throughway,Amanda,Walker,7,Daughter,NA,Female,Student,None,Christian
1,Thistle Close,Kathleen,Bell,42,Head,Married,Female,"Designer, television/film set",None,No Religion
1,Thistle Close,Albert,Bell,40,Husband,Married,Male,Fisheries officer,None,No Religion
1,Thistle Close,Joanne,Bell,25,Daughter,Single,Female,"Editor, commissioning",None,No Religion
1,Thistle Close,Paige,Bell,2,Daughter,NA,Female,Child,None,No Religion
2,Thistle Close,Sam,Jennings,30,Head,Single,Male,Charity fundraiser,None,Hindu
2,Thistle Close,Sophie,Jennings,28,Partner,Single,Female,Psychiatric nurse,None,No Religion
3,Thistle Close,Vanessa,Kerr,63,Head,Divorced,Female,"Embryologist, clinical",None,Christian
3,Thistle Close,George,Kerr,26,Son,Single,Male,"Presenter, broadcasting",None,Christian
3,Thistle Close,Danny,Kerr,25,Son,Single,Male,"Surveyor, quantity",None,Christian
3,Thistle Close,Stuart,Kerr,19,Son,Divorced,Male,Environmental consultant,None,No Religion
4,Thistle Close,Elaine,Lewis,56,Head,Married,Female,"Therapist, nutritional",None,Christian
4,Thistle Close,Owen,Lewis,57,Husband,Married,Male,Engineering geologist,None,Christian
4,Thistle Close,Gerald,Lewis,18,Son,Single,Male,Student,None,No Religion
4,Thistle Close,Fiona,Heath-Lewis,13,Daughter,NA,Female,Student,None,NA
4,Thistle Close,Jack,Heath-Lewis,10,Son,NA,Male,Student,None,NA
4,Thistle Close,Danny,Heath-Lewis,4,Son,NA,Male,Child,None,NA
5,Thistle Close,Tom,Lewis,36,Head,Single,Male,Unemployed,None,No Religion
5,Thistle Close,Kathleen,Lewis,13,Daughter,NA,Female,Student,None,NA
5,Thistle Close,Tracey,Lewis,10,Daughter,NA,Female,Student,None,NA
5,Thistle Close,Danielle,Lewis,8,Daughter,NA,Female,Student,None,NA
6,Thistle Close,Guy,Lawrence,43,Head,Single,Male,"Engineer, civil (contracting)",None,Christian
6,Thistle Close,Lawrence,Roberts,32,None,Single,Male,Sports therapist,None,No Religion
6,Thistle Close,June,Harvey,21,None,Single,Female,University Student,None,Hindu
6,Thistle Close,Susan,Fisher,60,None,Single,Female,Freight forwarder,None,No Religion
7,Thistle Close,Marion,Jackson,49,Head,Married,Female,Chartered accountant,None,Christian
7,Thistle Close,Harry,Jackson,49,Husband,Married,Male,Data scientist,None,No Religion
7,Thistle Close,Alan,Jackson,28,Son,Single,Male,Unemployed,None,No Religion
7,Thistle Close,Sara,Jackson,27,Daughter,Divorced,Female,Commercial horticulturist,None,No Religion
8,Thistle Close,David,Wells,81,Head,Married,Male,"Retired Teacher, music",None,Christian
8,Thistle Close,Maureen,Wells,82,Wife,Married,Female,Retired Adult nurse,None,Christian
9,Thistle Close,Dominic,Akhtar,66,Head,Widowed,Male,Soil scientist,None,Christian
9,Thistle Close,Edward,Akhtar,31,Son,Divorced,Male,Sports therapist,None,No Religion
9,Thistle Close,Charles,Akhtar,31,Son,Single,Male,Civil Service administrator,None,Christian
9,Thistle Close,Jeremy,Akhtar,28,Son,Single,Male,Forensic scientist,None,Christian
10,Thistle Close,Stanley,Crawford,62,Head,Single,Male,"Therapist, horticultural",None,Christian
11,Thistle Close,Abigail,Clarke,55,Head,Single,Female,Psychotherapist,Physical Disability,Christian
11,Thistle Close,Duncan,Coleman,56,Partner,Single,Male,Illustrator,None,Christian
11,Thistle Close,Brett,Clarke,22,Son,Single,Male,University Student,None,Christian
11,Thistle Close,Colin,Clarke,11,Son,NA,Male,Student,None,Christian
12,Thistle Close,Clifford,Edwards,52,Head,Single,Male,Charity fundraiser,None,No Religion
12,Thistle Close,Katy,Charlton,53,Partner,Single,Female,Information officer,None,No Religion
13,Thistle Close,Chelsea,Coleman,58,Head,Married,Female,Medical sales representative,None,Christian
13,Thistle Close,Glen,Coleman,58,Husband,Married,Male,Agricultural engineer,None,Christian
13,Thistle Close,Katy,Coleman,22,Daughter,Single,Female,University Student,None,Christian
13,Thistle Close,Terence,Coleman,15,Son,NA,Male,Student,None,Christian
14,Thistle Close,Yvonne,Harper,81,Head,Widowed,Female,Retired Forensic scientist,None,Christian
15,Thistle Close,Gareth,Webster,60,Head,Married,Male,Technical author,None,Christian
15,Thistle Close,Suzanne,Webster,61,Wife,Married,Female,"Programme researcher, broadcasting/film/video",None,Christian
15,Thistle Close,Phillip,Webster,36,Son,Divorced,Male,"Surveyor, minerals",None,Christian
15,Thistle Close,Dean,Webster,34,Son,Single,Male,Warehouse manager,None,Christian
16,Thistle Close,Irene,Lee,46,Head,Single,Female,IT trainer,None,Christian
16,Thistle Close,Frank,Lee,13,Son,NA,Male,Student,None,NA
16,Thistle Close,Stephanie,Lee,13,Daughter,NA,Female,Student,None,NA
16,Thistle Close,Heather,Lee,13,Daughter,Divorced,Female,Student,None,NA
17,Thistle Close,Heather,Robinson,29,Head,Divorced,Female,Broadcast engineer,None,Muslim
17,Thistle Close,Albert,Mills,29,Lodger,Divorced,Male,Immigration officer,None,No Religion
17,Thistle Close,Kyle,Wood,50,Sibling,Divorced,Male,Estate agent,None,No Religion
17,Thistle Close,Katy,Hobbs,56,Cousin,Divorced,Female,Unemployed,None,Christian
18,Thistle Close,Dean,Glover,28,Head,Single,Male,"Nurse, learning disability",Physical Disability,No Religion
19,Thistle Close,Graeme,Howard,45,Head,Single,Male,"Scientist, product/process development",None,Christian
19,Thistle Close,Kayleigh,Long,43,Partner,Single,Female,Visual merchandiser,None,No Religion
19,Thistle Close,Jake,Howard,15,Son,NA,Male,Student,None,Christian
19,Thistle Close,Brenda,Howard,11,Daughter,NA,Female,Student,None,Christian
1,Estuary Crescent,Naomi,Begum,30,Head,Married,Female,"Conservation officer, historic buildings",None,No Religion
1,Estuary Crescent,Michael,Begum,33,Husband,Married,Male,Environmental education officer,None,No Religion
1,Estuary Crescent,Rita,Begum,7,Daughter,NA,Female,Student,None,No Religion
1,Estuary Crescent,Damien,Begum,6,Son,NA,Male,Student,None,No Religion
2,Estuary Crescent,Annette,Brown,56,Head,Married,Female,Engineering geologist,None,Christian
2,Estuary Crescent,Luke,Brown,58,Husband,Married,Male,Make,None,Christian
2,Estuary Crescent,Jill,Allan,8,Granddaughter,NA,Female,Student,None,NA
2,Estuary Crescent,Conor,Butler,2,Grandson,NA,Male,Child,None,NA
2,Estuary Crescent,Claire,Butler,1,Granddaughter,NA,Female,Child,None,NA
2,Estuary Crescent,Joe,Carroll,56,Lodger,Single,Male,"Sales professional, IT",None,Christian
3,Estuary Crescent,Julia,Jones,46,Head,Married,Female,Tour manager,Mental Disability,Christian
3,Estuary Crescent,Graeme,Jones,49,Husband,Married,Male,Community arts worker,None,No Religion
3,Estuary Crescent,Lynn,Davies,22,Daughter,Single,Female,University Student,None,No Religion
3,Estuary Crescent,Brett,Davies,18,Son,Single,Male,Student,None,No Religion
4,Estuary Crescent,Ashleigh,Rogers,33,Head,Divorced,Female,Unemployed,None,Christian
4,Estuary Crescent,Ashleigh,Khan,20,Lodger,Single,Female,University Student,None,Christian
4,Estuary Crescent,Clifford,Thomas,27,Sibling,Single,Male,Public house manager,None,No Religion
4,Estuary Crescent,Marcus,Patel,58,Lodger,Single,Male,"Engineer, agricultural",None,Christian
5,Estuary Crescent,Sandra,Walker,73,Head,Widowed,Female,Retired Pharmacologist,None,Christian
5,Estuary Crescent,Geraldine,Walker,45,Daughter,Single,Female,Chief Technology Officer,None,Christian
5,Estuary Crescent,June,Walker,42,Daughter,Single,Female,Warehouse manager,None,No Religion
5,Estuary Crescent,Paige,Walker,39,Daughter,Divorced,Female,Unemployed,None,No Religion
6,Estuary Crescent,Mark,Potter,26,Head,Single,Male,Market researcher,None,No Religion
6,Estuary Crescent,Stephanie,Allen,52,None,Single,Female,"Surveyor, commercial/residential",None,Christian
6,Estuary Crescent,Marion,Parker,56,None,Single,Female,Orthoptist,None,No Religion
7,Estuary Crescent,Andrea,Brady,27,Head,Single,Female,Youth worker,None,Venatori
7,Estuary Crescent,Leon,Smith,31,Partner,Single,Male,Retail banker,None,Venatori
7,Estuary Crescent,Guy,Parsons,27,Sibling,Single,Male,Armed forces training and education officer,None,No Religion
7,Estuary Crescent,Carl,George,37,Lodger,Widowed,Male,Amenity horticulturist,None,Christian
8,Estuary Crescent,Kerry,Humphries,54,Head,Married,Female,"Scientist, clinical (histocompatibility and immunogenetics)",None,Christian
8,Estuary Crescent,Garry,Humphries,59,Husband,Married,Male,"Scientist, physiological",None,No Religion
8,Estuary Crescent,Joanna,Humphries,30,Daughter,Single,Female,Unemployed,None,Christian
8,Estuary Crescent,Patricia,Humphries,27,Daughter,Single,Female,Insurance claims handler,None,Christian
8,Estuary Crescent,Stewart,Humphries,27,Son,Single,Male,Legal secretary,None,Christian
8,Estuary Crescent,Rachel,Humphries,12,Daughter,NA,Female,Student,None,Christian
9,Estuary Crescent,Douglas,Baker,65,Head,Widowed,Male,Unemployed,None,Christian
10,Estuary Crescent,Joseph,Bell,35,Head,Single,Male,"Psychologist, sport and exercise",None,Christian
10,Estuary Crescent,Andrew,Bell,1,Nephew,NA,Male,Child,None,NA
10,Estuary Crescent,Carolyn,Wood,42,Sibling,Single,Female,Financial adviser,None,Christian
10,Estuary Crescent,Dale,Brown,49,Lodger,Single,Male,Cytogeneticist,None,Christian
11,Estuary Crescent,Phillip,Lewis,55,Head,Single,Male,Investment analyst,None,Christian
11,Estuary Crescent,Rosie,King,44,None,Single,Female,Clinical molecular geneticist,None,Christian
11,Estuary Crescent,Christian,Pope,42,None,Single,Male,"Engineer, electrical",None,Christian
11,Estuary Crescent,Ronald,Walton,63,None,Single,Male,"Librarian, academic",None,Christian
12,Estuary Crescent,Patrick,Ball,72,Head,Widowed,Male,Unemployed,None,Christian
13,Estuary Crescent,Roy,Knight,33,Head,Married,Male,Tree surgeon,None,No Religion
13,Estuary Crescent,Margaret,Knight,27,Wife,Married,Female,Graphic designer,None,No Religion
13,Estuary Crescent,Stanley,Knight,2,Son,NA,Male,Child,None,No Religion
13,Estuary Crescent,Marilyn,Wood,40,Lodger,Single,Female,Careers information officer,None,No Religion
13,Estuary Crescent,Nigel,Peacock,27,Lodger,Divorced,Male,"Accountant, chartered management",None,Muslim
13,Estuary Crescent,Rita,Mann,27,Lodger,Single,Female,Leisure centre manager,None,Christian
14,Estuary Crescent,Gregory,Atkins,68,Head,Married,Male,Retired Legal executive,None,Christian
14,Estuary Crescent,Rachel,Atkins,71,Wife,Married,Female,Retired Stage manager,None,Christian
14,Estuary Crescent,Gillian,Atkins,37,Daughter,Widowed,Female,"Geologist, wellsite",None,No Religion
14,Estuary Crescent,Lisa,Atkins,33,Daughter,Single,Female,Electrical engineer,None,Christian
14,Estuary Crescent,Mohammed,Atkins,29,Son,Single,Male,Medical secretary,None,Christian
15,Estuary Crescent,Jessica,Mills,51,Head,Single,Female,"Teacher, special educational needs",None,Christian
15,Estuary Crescent,Keith,Jarvis,57,Partner,Single,Male,Art therapist,None,No Religion
15,Estuary Crescent,Susan,Mills,19,Daughter,Single,Female,University Student,None,Christian
15,Estuary Crescent,Kevin,Mills,15,Son,NA,Male,Student,None,Christian
16,Estuary Crescent,Sara,Herbert,48,Head,Married,Female,Video editor,None,Christian
16,Estuary Crescent,Joel,Herbert,50,Husband,Married,Male,Broadcast presenter,None,Christian
16,Estuary Crescent,Shannon,Herbert,17,Daughter,NA,Female,Student,None,Christian
16,Estuary Crescent,Pamela,Herbert,11,Daughter,NA,Female,Student,None,No Religion
17,Estuary Crescent,Alexander,Robinson,45,Head,Single,Male,Unemployed,None,Christian
17,Estuary Crescent,Cameron,Murray,53,None,Single,Male,Editorial assistant,None,Christian
17,Estuary Crescent,Anna,Chapman,36,None,Single,Female,Brewing technologist,None,Christian
17,Estuary Crescent,Kayleigh,Wells,21,None,Single,Female,University Student,None,Christian
18,Estuary Crescent,Ann,Harvey,44,Head,Single,Female,Chiropractor,None,Christian
18,Estuary Crescent,Gerald,Dean,47,Partner,Single,Male,"Scientist, research (life sciences)",None,Christian
18,Estuary Crescent,Catherine,Harvey,25,Daughter,Single,Female,Radio broadcast assistant,None,Christian
18,Estuary Crescent,Colin,Harvey,16,Son,NA,Male,Student,None,No Religion
19,Estuary Crescent,Julia,North,68,Head,Married,Female,Unemployed,None,No Religion
19,Estuary Crescent,Keith,North,70,Husband,Married,Male,Unemployed,None,No Religion
20,Estuary Crescent,Shaun,Hill,45,Head,Divorced,Male,Tree surgeon,None,Christian
20,Estuary Crescent,Ronald,Hill,8,Step-Son,NA,Male,Student,None,NA
20,Estuary Crescent,Ian,Hill,6,Step-Son,NA,Male,Student,None,NA
20,Estuary Crescent,Diana,Hill,3,Step-Daughter,NA,Female,Child,None,NA
1,Atholl Crescent,Jade,Young,39,Head,Divorced,Female,Unemployed,None,Christian
1,Atholl Crescent,Caroline,Young,4,Daughter,NA,Female,Child,None,NA
2,Atholl Crescent,Charlene,Stevens,35,Head,Single,Female,Electrical engineer,None,Christian
3,Atholl Crescent,Malcolm,Moore,48,Head,Divorced,Male,Homeopath,None,No Religion
4,Atholl Crescent,Grace,Parry,83,Head,Widowed,Female,Retired Bookseller,None,No Religion
5,Atholl Crescent,Garry,Osborne,61,Head,Divorced,Male,Field seismologist,None,Christian
6,Atholl Crescent,Matthew,Edwards,90,Head,Married,Male,Retired Physiotherapist,None,Christian
6,Atholl Crescent,Stacey,Edwards,87,Wife,Married,Female,Retired Tax adviser,None,No Religion
